Source,Target
F451.3,F451.3.15
F451.3,F451.3.3
F451.3,F451.3.9
F451.3,F451.3.5
F451.3,F451.3.2
F451.3,F451.3.4
F451.3,F451.3.13
F451.3,F451.3.8
F451.3,F451.3.6
F451.3,F451.3.14
F451.3,F451.3.14
F451.3,F451.3.7
F441.2,F441.2.3
F441.2,F441.2.1
A1611,A1611.5
A1611,A1611.1
C756.0,C756
B15.7.10,B15.7
B15.7,B15.7.9
B15.7,B15.7.7
B15.7,B15.7.13
B141,B141.4
F241.2,F241.2.1
F241.2,F241.2.1
F241,F241.1
F241,F241.0
F241,F241.5
F241,F241.5
F241,F241.3
F455,F455.2
F455,F455.8
F455,F455.3
F455,F455.5
F455,F455.10
F455,F455.1
F455,F455.7
F455,F455.9
D428,D428.1
G512.0,G512
G512,G512.3
G512,G512.6
G512,G512.1
G512,G512.8
G512,G512.5
F789.3,F789
F789,F789.2
D2121,D2121.7
A432,A432.0
U11,U11.2
U11,U11.1
D5.1,D5
H1569,H1569.1
H582,H582.2
K1984.2,K1984
L315,L315.1
L315,L315.5
L315,L315.5
K231.3,K231
K231,K231.6
K231,K231.2
K231,K231.1
K231,K231.12
K231,K231.5
A2426,A2426.3
A2426,A2426.4
G304.2.3,G304.2
G304.2,G304.2.4
G304.2,G304.2.2
G304.2,G304.2.1
T211,T211.2
T211,T211.3
T211,T211.3
Q281,Q281.1
K1271.1,K1271.1.4
J2131,J2131.4
J2131,J2131.4
J2131,J2131.5
J2131,J2131.1
H681,H681.3
H681,H681.4
F841,F841.1
F841,F841.2
F841,F841.2
J2175,J2175.1
D1610,D1610.10
D1610,D1610.5
D1610,D1610.16
D1610,D1610.15
D1610,D1610.4
D1610,D1610.17
D1610,D1610.13
D1610,D1610.0
D1610,D1610.30
D1610,D1610.21
D1610,D1610.14
D1610,D1610.26
D1610,D1610.31
D1610,D1610.6
D1610,D1610.24
D1610,D1610.27
D1610,D1610.27
J2516.2,J2516
J1852,J1852.1
D765.1.1,D765.1
F981,F981.6
D551,D551.1
D551,D551.6
D1900,D1900.0
F833,F833.4
F833,F833.3
F833,F833.1
F833,F833.1
D1502.4,D1502.4.2
T92,T92.9
T92,T92.1
T92,T92.3
T92,T92.11
T92,T92.0
T92,T92.12
D1810,D1810.3
D1810,D1810.8
D1810,D1810.0
N122,N122.0
D1381,D1381.25
D1381,D1381.3
D1381,D1381.4
D1381,D1381.10
D1381,D1381.24
D1381,D1381.24
K1321,K1321.3
D1402,D1402.15
D1402,D1402.24
D1402,D1402.0
D1402,D1402.14
D1402,D1402.3
D1402,D1402.13
D1402,D1402.10
D1402,D1402.16
D1402,D1402.11
D1402,D1402.25
D412,D412.3
D412,D412.0
D412,D412.2
D412,D412.4
D412,D412.4
F569.3,F569
B15.3.2,B15.3.2.3
B15.3.2,B15.3.2.3
B15.3,B15.3.4
B15.3,B15.3.0
H1289.3,H1289
H1289,H1289.4
H1289,H1289.1
H1289,H1289.1
F1015,F1015.1
D2161.3,D2161.3.3
D2161.3,D2161.3.3
D2161.3,D2161.3.7
D2161.3,D2161.3.8
D2161.3,D2161.3.6
D2161.3,D2161.3.1
K1354,K1354.2
K1354,K1354.3
J1791.3,J1791.3.2
D1505,D1505.14
D1505,D1505.8
D1505,D1505.18
D1505,D1505.11
D1505,D1505.10
J1521.2,J1521
X1031,X1031.4
X1031,X1031.4
X1031,X1031.1
D1310,D1310.4
D1310,D1310.10
E411.1,E411
E411.1,E411.1.1
E411.1,E411.1.1
F346,F346.0
G303.18.0,G303.18
J751,J751.1
K521.4,K521.4.1
K521.4,K521.4.2
K521.4,K521.4.3
T91.4.1,T91.4
T91,T91.5
T91,T91.1
T91,T91.2
T91,T91.2
B601,B601.3
B601,B601.7
G211.3,G211.3.1
K2249,K2249.4
D615,D615.4
D965,D965.0
D965,D965.8
D965,D965.4
F836,F836.3
F836,F836.0
M310.1,M310
J2061.2,J2061
D1532,D1532.3
D2142,D2142.1
D2142,D2142.2
D2142,D2142.2
F965,F965.2
H35,H35.1
H35,H35.4
H35,H35.4
K825,K825.1
K401,K401.0
K401,K401.2
F162,F162.0
F162,F162.1
F162,F162.2
F162,F162.8
F162,F162.5
A2494.13,A2494.13.10
A2494.13,A2494.13.11
A2494.13,A2494.13.11
D1541,D1541.2
D1541,D1541.1
G302.4.5,G302.4
J1442.11,J1442
D451,D451.3
D451,D451.1
D451,D451.7
D451,D451.2
D451,D451.5
A2411.2.5,A2411.2.5.3
A2411.2.5,A2411.2.5.3
A2411.2,A2411.2.6
A2411.2,A2411.2.1
A2411.2,A2411.2.3
A2411.2,A2411.2.3
A2411.2,A2411.2.4
D1382.7.1,D1382.7
D996.0,D996.0.2
F451.6.3,F451.6.3.3
F451.6,F451.6.2
F95,F95.0
F455.6.5,F455.6
F455.6,F455.6.3
F455.6,F455.6.6
F455.6,F455.6.8
F455.6,F455.6.2
F455.6,F455.6.4
A1335,A1335.1
A1335,A1335.9
A1335,A1335.6
B291.2,B291
E501.17,E501
E501.17,E501.17.1
E501.17,E501.17.6
E501.17,E501.17.4
E501,E501.15
E501,E501.3
E501,E501.13
E501,E501.4
E501,E501.7
E501,E501.11
E501,E501.10
E501,E501.16
E501,E501.2
E501,E501.1
E501,E501.1
E501,E501.8
E501,E501.12
E501,E501.19
E501,E501.14
D421.7,D421
D421,D421.6
D421,D421.2
D421,D421.4
D421,D421.3
D421,D421.1
D421,D421.5
A2344.1,A2344.1.1
J2171.2,J2171
Q552.13.1,Q552.13
Q552.13,Q552.13.2
Q552.13,Q552.13.0
F771.3,F771.3.5
F771,F771.2
F771,F771.1
F771,F771.5
E387,E387.2
A1021,A1021.0
A1015,A1015.1
K1844.1,K1844
B151.1.1,B151.1.1.2
B151.1.1,B151.1.1.0
B151.1,B151
B151,B151.2
D2141.0,D2141.0.11
D2141.0,D2141.0.7
D2141,D2141.1
F152,F152.0
F152,F152.0
E481.2.1,E481.2
D1355.1,D1355
D1355,D1355.0
D1355,D1355.18
D1355,D1355.13
D1355,D1355.21
D1355,D1355.3
D1355,D1355.10
D451.4.0,D451.4
F541.1,F541
F541,F541.5
F541,F541.6
D411,D411.10
D411,D411.1
D411,D411.4
D411,D411.4
D411,D411.5
D411,D411.5
D411,D411.3
J1115.7,J1115
J1115,J1115.5
J1115,J1115.10
J1115,J1115.2
J2103.2,J2103
J2103,J2103.1
T69,T69.3
A2731,A2731.2
D1426,D1426.0
G346,G346.0
G346,G346.3
G346,G346.3
K1825,K1825.1
D1811.1.1,D1811.1
D1811.1,D1811
D1811,D1811.0
F1084,F1084.0
A511.3,A511
A511,A511.2
A511,A511.4
B11.2,B11.2.11
B11.2,B11.2.8
B11.2,B11.2.2
B11.2,B11.2.4
B11.2,B11.2.4
B11.2,B11.2.1
B11.2,B11.2.1
B11.2,B11.2.13
C901,C901.1
G271,G271.2
D113.1,D113
F305.2,F305
D2142.1.4,D2142.1
D2142.1,D2142.1.6
D1782,D1782.3
D1782,D1782.1
Q331.2.1,Q331.2.1.3
Q331.2.1,Q331.2.1.3
D931.0,D931.0.2
D931.0,D931.0.2
D931,D931.1
G303.3.1,G303.3.1.0
G303.3.1,G303.3.1.8
F455.4,F455.4.2
F165.3,F165.3.5
F165.3,F165.3.1
F165,F165.7
F165,F165.1
F165,F165.6
D1442.6,D1442
S12,S12.5
S12,S12.2
Q451.1,Q451.1.4
T611,T611.5
T611,T611.10
U135,U135.3
Q411.0,Q411.0.1
D2143.4,D2143
D2143,D2143.2
D2143,D2143.5
D2143,D2143.3
D2143,D2143.1
V115,V115.1
M343,M343.0
D1318.7,D1318.7.1
A2513.0,A2513
A2513,A2513.1
N332,N332.3
N332,N332.2
N332,N332.4
G275,G275.3
G275,G275.1
G275,G275.5
G275,G275.15
G275,G275.7
G275,G275.4
F372,F372.2
V134,V134.0
A736,A736.7
A736,A736.3
A736,A736.5
A736,A736.1
B563.4.1,B563.4
B563,B563.1
B766.1,B766
B103.0,B103
B103.0,B103.0.4
B103,B103.4
B103,B103.1
B103,B103.7
B103,B103.2
B103,B103.5
B103,B103.6
B103,B103.3
K2011,K2011.1
D1812.5.1,D1812.5.1.27
D1812.5.1,D1812.5.1.16
D1812.5.1,D1812.5.1.12
D1812.5.1,D1812.5.1.1
D1812.5.1,D1812.5.1.5
D1812.5.1,D1812.5.1.7
D1812.5.1,D1812.5.1.6
E281,E281.0
J2311,J2311.1
J2311,J2311.5
J2311,J2311.0
E321,E321.2
E321,E321.2
T541.8.3,T541.8
T541,T541.2
T541,T541.5
T541,T541.4
T541,T541.1
D441,D441.2
D441,D441.7
D441,D441.3
D441,D441.3
D441,D441.9
D441,D441.6
D441,D441.4
F662,F662.0
A2312.1,A2312
A2731.2,A2731.2.1
A661.1,A661.1.0
T251.1,T251.1.1
D1612,D1612.6
D1612,D1612.5
D1612,D1612.1
D1612,D1612.1
D1612,D1612.2
H1411,H1411.2
E715.1,E715.1.3
K735,K735.4
F952.3,F952
F952.3,F952.3.1
F952,F952.0
H432,H432.1
D2065,D2065.2
D927,D927.1
E755.4,E755
E755,E755.2
E755,E755.3
E755,E755.0
E755,E755.1
A2491,A2491.1
A192,A192.2
A192,A192.1
M411,M411.4
M411,M411.0
M411,M411.6
M411,M411.11
M411,M411.8
M411,M411.19
F215,F215.1
J2311.1,J2311.1.3
F311,F311.3
F311,F311.2
B171.1,B171.1.0
F531.2,F531.2.3
F531.2,F531.2.2
F531.2,F531.2.5
F911,F911.5
F911,F911.4
F911,F911.1
F911,F911.2
F715.2,F715
F715,F715.3
F715,F715.1
P50.0,P50
P50.0,P50.0.1
P50,P50.1
J342,J342.1
G211.2,G211.2.4
G211.2,G211.2.7
B31.1,B31.1.0
B31,B31.6
B31,B31.3
D1815.0,D1815
G551,G551.4
J2066,J2066.3
J1521,J1521.5
J1521,J1521.5
R13.2,R13.2.3
B293,B293.0
A139,A139.8
A139,A139.9
Q221,Q221.1
Q221,Q221.4
F544.0.1,F544.0
A611.0,A611
A697,A697.2
A697,A697.2
T586,T586.2
T586,T586.4
T586,T586.3
T586,T586.3
F232,F232.1
F232,F232.4
N819,N819.3
A2367.1,A2367
A2367,A2367.3
A2367,A2367.2
J1904.2,J1904
F647.8,F647.8.1
B217,B217.1
B217,B217.1
B17.2.3,B17.2
B17.2,B17.2.1
B17.2,B17.2.4
B17,B17.1
A2441.1,A2441.1.0
A2441,A2441.2
A2441,A2441.3
A2441,A2441.4
F772,F772.1
F772,F772.2
E521,E521.5
E521,E521.1
K1591,K1591.0
B242,B242.2
B543,B543.3
K112.2,K112
A2217,A2217.3
A1545,A1545.5
J2214,J2214.12
J1805,J1805.1
J1805,J1805.1
Z41,Z41.6
N1,N1.0
F962,F962.5
F962,F962.12
F962,F962.4
F962,F962.6
F962,F962.11
F962,F962.8
F962,F962.10
F962,F962.7
F962,F962.0
D1524,D1524.2
D1524,D1524.3
D1524,D1524.1
D1524,D1524.1
S263,S263.5
S263,S263.3
S263,S263.2
Q512.0,Q512
S161,S161.1
S161,S161.0
D454.3.2,D454.3
D454.3,D454.3.4
D454.3,D454.3.1
D454.3,D454.3.1
Q552.19.0,Q552.19
K185,K185.4
T81,T81.2
A1546,A1546.7
A1546,A1546.0
F494,F494.1
F494,F494.1
H511,H511.1
V113,V113.0
B212,B212.0
E611,E611.1
E611,E611.3
E611,E611.5
D1338.0,D1338.0.1
D2188,D2188.1
Q551.2,Q551.2.8
Q458.0,Q458
Q458,Q458.2
B576,B576.3
N465,N465.0
H251.3.9,H251.3
H251,H251.1
H251,H251.2
P15,P15.2
X1286,X1286.1
C12.4,C12
C12,C12.1
C12,C12.5
B122,B122.1
B259.4,B259
F439,F439.1
V118,V118.0
V118,V118.2
B131,B131.0
D1364,D1364.7
D1364,D1364.0
D1364,D1364.4
C99,C99.1
J1142.4,J1142.4.1
K730,K730.1
Q243,Q243.2
Q243,Q243.0
D2135.0,D2135.0.2
D2135.0,D2135.0.2
F610.3,F610.3.4
F531.6.12,F531.6.12.1
F531.6.12,F531.6.12.6
F531.6,F531.6.6
F531.6,F531.6.5
F531.6,F531.6.16
F531.6,F531.6.11
F531.6,F531.6.8
F531.6,F531.6.1
F531.6,F531.6.10
F531.6,F531.6.7
F531.6,F531.6.17
F531.6,F531.6.13
F531.6,F531.6.2
F531.6,F531.6.4
F531.6,F531.6.15
N770.0,N770
D932,D932.0
C32,C32.2
P16.2,P16
P16,P16.3
P16,P16.1
P16,P16.4
E501.5,E501.5.5
E501.5,E501.5.1
H439,H439.1
S351,S351.2
V211.1.8,V211.1
V211.1,V211.1.2
V211.1,V211.1.3
E750.2,E750
E750,E750.1
E750,E750.0
H1021,H1021.6
C941.3,C941
G303.9.4,G303.9
G303.9.4,G303.9.4.5
G303.9.4,G303.9.4.2
G303.9.4,G303.9.4.6
G303.9,G303.9.3
G303.9,G303.9.6
G303.9,G303.9.7
G303.9,G303.9.9
G303.9,G303.9.2
G303.9,G303.9.1
G303.9,G303.9.5
G303.9,G303.9.8
E501.18.1,E501.18
E501.18.1,E501.18.1.3
F695.3,F695
S139.2.2.3,S139.2.2
S139.2.2,S139.2.2.1
S139.2.2,S139.2.2.4
S139.2,S139
S139.2,S139.2.1
F942,F942.2
F942,F942.3
F511.0.2,F511.0.2.2
F511.0,F511.0.1
F511.0,F511.0.9
F511.0,F511.0.3
F511.0,F511.0.4
F511,F511.3
F511,F511.1
F660.2,F660
A1441,A1441.4
A136.1,A136.1.2
A136.1,A136.1.4
G269,G269.3
G269,G269.21
G269,G269.11
G269,G269.12
G269,G269.1
G303.3.4,G303.3.4.2
G303.3.4,G303.3.4.4
N333.1,N333
F322,F322.1
F322,F322.0
A151.7,A151
A151.7,A151.7.1
A151,A151.10
A151,A151.0
A151,A151.0
A151,A151.3
A151,A151.1
A151,A151.6
A151,A151.4
A151,A151.4
D1441,D1441.1
B754.0,B754
B754,B754.6
B754,B754.7
B754,B754.7
B754,B754.3
D1393,D1393.1
G303.16.2,G303.16.2.3
G303.16.2,G303.16.2.1
A114.1,A114.1.1
A114,A114.2
E363,E363.1
A182,A182.1
A182,A182.0
K714,K714.1
K714,K714.9
K714,K714.2
F821.1,F821
F821,F821.2
H913,H913.1
F253.1,F253.1.1
K1363.1,K1363
J2415,J2415.1
F252.1,F252.1.0
F252,F252.3
F252,F252.4
S183,S183.0
C401,C401.3
A2126,A2126.0
T61.4,T61.4.5
T61,T61.5
D1601.10,D1601.10.2
D1601.10,D1601.10.2
G283,G283.2
W153,W153.7
W153,W153.11
H1333,H1333.1
H1333,H1333.5
H1333,H1333.2
D1402.7,D1402.7.5
D1402.7,D1402.7.2
D1402.7,D1402.7.1
D447,D447.1
D447,D447.1
J1675.2,J1675
J1675,J1675.1
A189.1,A189
A189,A189.0
Q501,Q501.7
Q501,Q501.2
F1041.8,F1041.8.1
E411.0,E411.0.5
E411.0,E411.0.3
E411,E411.2
B211,B211.7
B211,B211.0
B211,B211.6
H331.1,H331.1.6
Q265.2,Q265
Q265,Q265.1
J1173,J1173.1
N128,N128.0
A1313,A1313.3
A1313,A1313.4
A1313,A1313.0
C721.2,C721
Q541,Q541.1
A2332,A2332.6
A2332,A2332.2
A2332,A2332.1
A2332,A2332.3
F874,F874.2
C31,C31.4
C31,C31.1
F61,F61.3
F61,F61.2
D950,D950.14
K335.0.2,K335.0
K335.0,K335.0.4
K335.0,K335.0.5
F235,F235.5
F235,F235.4
F235,F235.4
F235,F235.8
H1161,H1161.2
H1161,H1161.3
E728,E728.1
A1614,A1614.4
A1614,A1614.1
D2074.1,D2074.1.1
D2074.1,D2074.1.2
M471,M471.1
A1131,A1131.4
A1131,A1131.1
D1344,D1344.8
D1344,D1344.9
F624,F624.3
F624,F624.0
F624,F624.1
N339.8,N339
K2371,K2371.1
F813,F813.6
F813,F813.7
F813,F813.0
F813,F813.5
F813,F813.8
F813,F813.3
D425.1.2,D425.1
A2793,A2793.5
A2793,A2793.2
B184.3.1,B184.3
B184.3,B184.3.0
L111,L111.8
L111,L111.4
B437,B437.1
A661.0,A661.0.5
A661.0,A661.0.1
Q451.6,Q451.6.0
P623.0.1,P623.0
T11.5,T11
T11,T11.4
T11,T11.1
K17.1,K17
F982,F982.1
D1619,D1619.2
V232.2,V232.2.0
V232,V232.3
V232,V232.7
V232,V232.1
V232,V232.5
D1501.1,D1501
C311,C311.1
T252.2,T252
T252.2,T252.2.2
T252,T252.4
D1092,D1092.0
F1068,F1068.2
C735.1,C735.1.0
C735,C735.2
K232,K232.2
D2176.3,D2176.3.3
D154.1,D154
D154.1,D154.1.0
B211.2.7,B211.2
B211.2,B211.2.2
B184.2.2,B184.2
B184.2,B184.2.1
B184.2,B184.2.0
B184.2,B184.2.3
D973,D973.1
Z139,Z139.4
Z139,Z139.7
T131.0,T131.0.1
F493,F493.3
F493,F493.1
F493,F493.2
K1955,K1955.2
K1955,K1955.1
K1955,K1955.9
K1955,K1955.8
B183,B183.1
B256,B256.3
B256,B256.1
B256,B256.4
B256,B256.5
B256,B256.6
B256,B256.0
K366,K366.0
K366,K366.1
F151.0,F151
F151,F151.1
A162,A162.1
A162,A162.3
F236.1,F236
F236,F236.0
F236,F236.3
F236,F236.5
Z71,Z71.4
Z71,Z71.5
Z71,Z71.3
Z71,Z71.16
Z71,Z71.2
Z71,Z71.8
Z71,Z71.1
Z71,Z71.6
A1414,A1414.1
D1133.1,D1133
J1191,J1191.5
K1945,K1945.1
Q560,Q560.1
U139,U139.2
F757,F757.1
J2133.5,J2133
J2133.5,J2133.5.1
J2133.5,J2133.5.1
F420.5,F420.5.3
F420.5,F420.5.2
F420.5,F420.5.1
F839,F839.2
F839,F839.3
D1385,D1385.16
D1385,D1385.2
D1385,D1385.19
D1385,D1385.13
D1385,D1385.4
D1385,D1385.3
D1385,D1385.15
D1385,D1385.15
D1385,D1385.12
K423,K423.0
A465.2,A465.2.0
A155,A155.5
A2435.4,A2435.4.11
A2435.4,A2435.4.8
A2435.4,A2435.4.5
A2435.4,A2435.4.9
Q553.3,Q553
Q553.3,Q553.3.0
Q553,Q553.4
L435,L435.2
N121,N121.1
D1171,D1171.6
D1171,D1171.1
D1171,D1171.8
F460.1,F460.1.1
F460,F460.3
F460,F460.2
F460,F460.0
Q223,Q223.4
Q223,Q223.10
Q223,Q223.13
Q223,Q223.9
M119,M119.8
F234.1.16,F234.1
F234.1,F234.1.15
F234.1,F234.1.0
F234.1,F234.1.3
F234.1,F234.1.9
F234.1,F234.1.4
F234.1,F234.1.4
F234,F234.3
F234,F234.0
F234,F234.4
F234,F234.4
T211.9.2,T211.9
T211.9,T211.9.1
L432.2,L432
A2378.3,A2378
A2378,A2378.4
A2378,A2378.9
A2378,A2378.1
A2378,A2378.8
A2378,A2378.5
A2378,A2378.6
A2378,A2378.7
A2378,A2378.2
J2133,J2133.14
B733,B733.2
A2686,A2686.3
A284.0,A284
A284,A284.3
K1271,K1271.3
J1932.4,J1932
N384.0,N384.0.1
J401,J401.0
X1154,X1154.1
E530,E530.1
C435.1,C435.1.1
C435,C435.2
C435,C435.2
D142,D142.0
F866,F866.7
F866,F866.2
A592,A592.2
F261,F261.3
F261,F261.1
F261,F261.2
C722,C722.0
C722,C722.0
E756,E756.4
K961,K961.1
K961,K961.0
K1555,K1555.0
G262,G262.1
G262,G262.0
G262,G262.3
Q416,Q416.0
Q416,Q416.1
D1741,D1741.2
E251.3,E251.3.1
B871.1.2,B871.1.2.1
B871.1,B871
B871.1,B871.1.1
K231.6.1,K231.6
D1266,D1266.1
A2611.0,A2611
A2611,A2611.2
A2611,A2611.6
F809,F809.4
F809,F809.4
F513.1,F513.1.2
B243,B243.1
B243,B243.2
D1712.0,D1712
A1610,A1610.1
V254,V254.7
V254,V254.1
V254,V254.3
A2261,A2261.3
Q552.1.0,Q552.1
Q552.1,Q552.1.8
K940,K940.1
B15.1.2,B15.1.2.1
B15.1.2,B15.1.2.3
B15.1.2,B15.1.2.6
B15.1.2,B15.1.2.10
B15.1.2,B15.1.2.8
B15.1.2,B15.1.2.2
C94.3,C94.3.1
C94,C94.4
C94,C94.1
D1291.2,D1291
D1291,D1291.1
P12.5,P12.5.0
D1819,D1819.4
K115.1,K115
T145,T145.0
B91.5,B91
K959,K959.2
K1223,K1223.2
B11.1.3,B11.1.3.1
G303.25,G303.25.17
G303.25,G303.25.15
G303.25,G303.25.7
G303.25,G303.25.8
G303.25,G303.25.5
G303.25,G303.25.16
G303.25,G303.25.14
A732,A732.2
S11,S11.3
S11,S11.4
C315,C315.2
A1461,A1461.2
B731.6.0,B731.6
B731,B731.0
B731,B731.7
B731,B731.4
B731,B731.9
B731,B731.2
K555.1,K555
K1816,K1816.9
K1815,K1815.0
Q413,Q413.0
Q413,Q413.5
Q413,Q413.8
E631.0,E631.0.5
E631.0,E631.0.2
E631.0,E631.0.3
F960,F960.3
F960,F960.2
F960,F960.1
P632,P632.4
A1459.1,A1459.1.2
R153.2,R153
R153,R153.1
R153,R153.3
F931,F931.9
F931,F931.1
F931,F931.4
D114,D114.3
A1224,A1224.0
A1224,A1224.5
F954.4,F954
F954,F954.2
J211.1,J211
F361.1,F361.1.2
B469.5,B469
W111.5,W111.5.10
V67,V67.4
H1199,H1199.12
H1199,H1199.9
H1199,H1199.17
F1099,F1099.4
F1099,F1099.6
K455.4,K455
F624.2.0,F624.2
F624.2.0,F624.2.0.1
F161.1,F161
B411,B411.4
F529,F529.2
F529,F529.7
A1421,A1421.1
A1421,A1421.0
Q581,Q581.3
Q581,Q581.0
F815.2,F815
F815,F815.6
F815,F815.4
F815,F815.7
F961.0,F961.0.3
F961,F961.1
F961,F961.2
F961,F961.3
D1545,D1545.0
D1347,D1347.3
B535.0,B535
B535.0,B535.0.7
D2156,D2156.5
F531.3,F531.3.8
F531.3,F531.3.12
F531.3,F531.3.5
F531.3,F531.3.4
F531.3,F531.3.13
H1332.5,H1332
J1177,J1177.0
H1552.1,H1552
T313,T313.1
G304.1,G304.1.1
K1847,K1847.1
D442,D442.2
T50,T50.2
T532.1,T532.1.1
T532.1,T532.1.2
T532,T532.5
T532,T532.8
J2171.1,J2171.1.3
H252,H252.4
F900,F900.1
F900,F900.3
B600,B600.1
D1652.1.9,D1652.1.9.1
P531,P531.1
Z210,Z210.0
T455,T455.2
T455,T455.3
T231.3,T231
D2145.2,D2145.2.2
D2145,D2145.1
E613,E613.0
E613,E613.9
E613,E613.8
E613,E613.1
E613,E613.3
D1548.1,D1548
D1548,D1548.0
D1500.4,D1500.4.2
F611.1,F611.1.6
D1500.1.7,D1500.1.7.3
D1500.1.7,D1500.1.7.1
D1500.1.7,D1500.1.7.2
C480.1,C480
E607,E607.2
K1817,K1817.4
K1817,K1817.3
F302.5,F302.5.0
F302.5,F302.5.1
A2326,A2326.3
A185.2,A185
A185,A185.14
A185,A185.6
A185,A185.12
D1400.1,D1400.1.9
D1400.1,D1400.1.12
D1400.1,D1400.1.20
D1400.1,D1400.1.23
D1400.1,D1400.1.11
J2213,J2213.5
T93,T93.2
F531.6.3,F531.6.3.0
A132.0,A132.0.1
D2106,D2106.1
F679.5,F679.5.3
D1837,D1837.1
A1211,A1211.5
A1211,A1211.3
A1211,A1211.0
V465,V465.1
F451.10.2,F451.10
E266,E266.1
G303.9.6,G303.9.6.2
G303.9.6,G303.9.6.1
A671.0,A671.0.2
A671.0,A671.0.1
G241.2,G241.2.1
G241,G241.1
G241,G241.3
D997,D997.1
D1355.2.1,D1355.2
D1355.2,D1355.2.2
F481.0,F481.0.1
F481,F481.2
F402.6.4,F402.6
F402.6,F402.6.1
H1154.2,H1154
H1154,H1154.3
H1154,H1154.7
H1154,H1154.0
B469,B469.4
B469,B469.3
B469,B469.9
M114,M114.1
D415,D415.1
D418.1,D418
D418,D418.2
Q491,Q491.6
Q491,Q491.1
D1384.4,D1384
D1384,D1384.3
D1566.1,D1566.1.4
D1566,D1566.2
A511.1,A511.1.1
A511.1,A511.1.8
A511.1,A511.1.2
A511.1,A511.1.4
K561,K561.0
D1518,D1518.4
B211.1,B211.1.4
B211.1,B211.1.5
B211.1,B211.1.1
B211.1,B211.1.7
A13,A13.2
A13,A13.4
A13,A13.3
A13,A13.1
K713.1,K713
V211.2.3,V211.2.3.0
V211.2,V211.2.1
D1610.9,D1610.9.1
A2681,A2681.5
A2681,A2681.4
F261.3.1,F261.3
A2721,A2721.2
D435,D435.2
D435,D435.1
Q552.18,Q552.18.1
T587,T587.2
J2511,J2511.1
F234.2,F234.2.4
D1821,D1821.3
J171,J171.2
K1315.1,K1315.1.2
K1315,K1315.3
K1315,K1315.2
K1315,K1315.7
K1315,K1315.6
K1315,K1315.5
A2471,A2471.6
A2471,A2471.1
T471,T471.0
C841,C841.0
C841,C841.8
N543.0,N543
D981,D981.0
D981,D981.10
D1375.4,D1375.4.1
D1361,D1361.22
D1361,D1361.25
D1361,D1361.1
D1361,D1361.5
G11.0,G11.0.1
J1141.1,J1141.1.3
K362,K362.3
K362,K362.0
J157.0,J157
E745,E745.5
F420.1.3.2,F420.1.3
H1022.4,H1022
H1022,H1022.5
H1022,H1022.2
H1022,H1022.6
J1181.0,J1181
K114.3,K114
K114,K114.1
A2371,A2371.4
A2371,A2371.2
A2371,A2371.3
D1312,D1312.1
Z33.4,Z33
E423,E423.1
E423,E423.2
T215,T215.7
F776,F776.1
A2531,A2531.0
A1285,A1285.1
K1892,K1892.1
A165.2.1,A165.2.1.1
F403.2.3,F403.2
F403.2,F403.2.2
F403.2,F403.2.1
J2131.3,J2131.3.1
C211,C211.2
C211,C211.3
D1962,D1962.6
D1962,D1962.4
D1962,D1962.3
J1276,J1276.2
D1389,D1389.2
P17.3,P17
P17,P17.0
P17,P17.9
F402.1,F402.1.11
F402.1,F402.1.5
F402.1,F402.1.15
F402.1,F402.1.4
K2246.0,K2246
K2246,K2246.1
H522,H522.1
K756,K756.2
T72,T72.2
S113,S113.2
S113,S113.1
E501.20,E501.20.1
J1758,J1758.1
J1758,J1758.5
C313,C313.0
D2071,D2071.0
D2071,D2071.2
A2286,A2286.0
A2286,A2286.1
E642,E642.0
A463,A463.0
D1421,D1421.2
D1421,D1421.1
D1421,D1421.6
D1421,D1421.0
D1421,D1421.5
D1421,D1421.3
D2004,D2004.5
D2004,D2004.9
G36,G36.2
E721,E721.0
E721,E721.1
E721,E721.3
E721,E721.5
Q582,Q582.3
D1067.3,D1067
D1045.0,D1045
H312,H312.4
F668,F668.0
F152.1,F152.1.6
F811.2,F811.2.1
F713,F713.2
G210,G210.0
F979,F979.5
A1958,A1958.0
A1446,A1446.5
A1446,A1446.0
G303.8,G303.8.1
G303.8,G303.8.4
G303.8,G303.8.13
G303.8,G303.8.9
D565,D565.4
D565,D565.0
D565,D565.8
W154,W154.5
W154,W154.2
W154,W154.12
W154,W154.26
W154,W154.9
B754.6,B754.6.1
A1253,A1253.2
F211.0,F211.0.2
F211,F211.1
A1260.1,A1260
D659,D659.4
G303.3.2,G303.3.2.1
T541.2,T541.2.1
K499,K499.2
B299,B299.8
B299,B299.1
B299,B299.2
H561,H561.6
H561,H561.3
F969.3,F969
F969,F969.4
Q551.6,Q551.6.5
Q551.6,Q551.6.2
N817,N817.0
N335,N335.2
N335,N335.6
N335,N335.6
F384,F384.1
N732,N732.2
F420.1.6,F420.1.6.6
D1672,D1672.0
D1323,D1323.4
E542.1,E542
E542.1,E542.1.4
D2151.1,D2151.1.2
A1316,A1316.0
A1316,A1316.3
A112,A112.4
A112,A112.9
A112,A112.7
K2368,K2368.1
F162.3.0,F162.3
F162.3,F162.3.4
E723,E723.4
E723,E723.1
E723,E723.8
A2221,A2221.2
A2221,A2221.6
V111,V111.3
D2074.2.5,D2074.2
D2074.2,D2074.2.2
D2074.2,D2074.2.4
D2074.2,D2074.2.3
F241.1,F241.1.0
F241.1,F241.1.2
